1435130673,1,42.6,42.6,1,0
1439164429,2,42.6,42.52,41,0
1439165451,3.125,42.5,42.5125,82,0
1439166474,4.125,42.5,42.5,124,0
1439167499,5.125,42.4,42.475,166,0
1439168532,6.125,42.4,42.5375,208,0
1439169558,7.125,42.5,42.525,250,0
